target_id,K_construction,depth,var_target,target_scale,alpha_rigidity_median_rule,alpha_rigidity_min_rule,alpha_rigidity_swap_rule,trivial_leaf_nmse,grid_hash
K07_22,7,3,1.0215888310786263,5.628118040472522,0.6666666666666666,0.3333333333333333,0.6666666666666666,3.10297582638613,89815996beefda59abffe2ef9555c5659c625152
K07_23,7,4,10.809129620791062,16.949143121415307,0.0,0.0,0.3333333333333333,6.429218001304932,db98cdf7452ba8d1e673cd56addb271c4a679db7
K07_24,7,4,0.09414623320990771,1.0,0.6666666666666666,0.0,0.3333333333333333,6.630562683339728,4b190c0ac18d75543cc8f094156f2f0f7afa5db6
K07_25,7,4,0.1759649013655158,8.242027210416985,1.0,0.6666666666666666,1.0,142.36654773882503,a61440c5d9a25dc8aead658549860e7c92218f5c
K07_26,7,4,3.0990538622730206,8.710358933480622,0.0,0.0,0.3333333333333333,2.20738457842731,ee9df333aafdde60b5daac467fd3cda9ec76a849
K07_27,7,4,0.2858279196135328,9.337333710950595,1.0,0.6666666666666666,1.0,122.5419531485841,0195638ef2ce1764719940bed21b081d53763682
K07_28,7,4,20.737338136183133,21.42189172756657,0.0,0.0,0.6666666666666666,7.617226556713147,b9de84bfb54ec1def6b4dbf8da9a1558045edddd
K07_29,7,4,9.011000083283559e-09,1.0,1.0,0.6666666666666666,1.0,110963486.06886381,081211c6bba04ed17a0f3d1449328b6eb5a3b374
K09_00,9,4,4691.429093464583,277.4400945129852,0.25,0.0,0.0,1.8891397450286955,8e5a7fb09098e3a5a27941a22c871c23ece4fee3
K09_01,9,5,0.0002328774286087212,2.0688363873250846,1.0,1.0,1.0,1208.8326612746846,1495f8bdb5c0ca44d00a02e40736e7c2890ec984
K09_02,9,5,22.80020525013389,21.361600450729743,0.0,0.0,0.25,6.465047531004585,98034e67e1cbfff0a2cd0f5c778d54a1d740d944
K09_03,9,4,0.01331409493485841,1403194.1674456347,1.0,1.0,0.25,147884348986048.03,43112206b4f498a652164935f158ffabf53cf4be
K09_04,9,5,2.2774140481930307,7.619422373539729,0.5,0.25,0.75,2.2775867735971005,15b136eb1a57d09069a2736e632d02dbfe7ff22e
K09_05,9,5,0.08968588566604524,1.0,0.5,0.25,0.5,7.011182566402254,bf02a7b783c15bb872cdbe490106fa86e7a08ab7
K09_06,9,5,0.017820064549594446,5.772490046584544,1.0,1.0,0.75,517.8183483650494,3b8009ad08382697a6a15af514d92a441f45b478
K09_07,9,5,0.29453070092281375,2.779233207227748,0.5,0.0,0.75,2.465024765040103,ddacd883145bb2a768f801a3073e86e74bf9baaf
K09_08,9,5,0.13753202403105044,1.151447358968003,0.5,0.0,0.5,2.9680877037993887,0f00b990d41e77aa86c633618d1550fed059cf8f
K09_09,9,4,0.08168316833093985,3814277.0948592243,1.0,0.75,0.75,178111197735383.75,8c9797c5777e1b68a4e5f5d1f36186c0cf12b88f
K09_10,9,5,0.8997579368048182,3.092858674388204,0.75,0.25,1.0,1.0711713849101834,24b6c84a13ecfc2e0dc0578bc5f85491f1625b40
K09_11,9,4,0.5091769317007915,6.99848049705903,0.5,0.25,0.25,20.84929773382577,0c475c9c78200ff34e6586bcd349283788965ba5
K09_12,9,4,0.061919157422398924,6.347234701049605,1.0,0.75,1.0,188.15162530351589,551b7626cc4e8228eddf3d0544d5a2a13888340c
K09_13,9,5,2.3198688701838672,8.86402826092226,0.0,0.0,0.25,1.7001602823341528,49188d45a1d23755b587b74eaa312ee25eacd14e
K09_14,9,5,0.01676830607589807,3.0776955734911087,1.0,0.5,1.0,16.411867954607125,520dc9073ffe8c0146b8458c63b0026851bf9dcd
K09_15,9,4,0.28582791961353277,8.337333710950595,0.75,0.75,0.75,84.66576661169512,582292cabe8d9611816049690ca8d4759635d60c
K09_16,9,5,0.01331409493534162,263.03604780732246,1.0,1.0,0.75,5090018.009614445,ca040e18988f648eeac1d4c309ea85c4f12ed513
K09_17,9,5,0.011401479004527114,1.0,1.0,0.5,0.75,63.73637892693312,dd488499984cc5e86713a5f446f2617633445827
K09_18,9,5,6.661746583047378e-08,1.0010901421645482,1.0,0.75,0.75,1.3237369145268996,c2b0a55c3b7aa56c6923ad43b72cf58bce39df5d
K09_19,9,4,0.08168316831683164,3.56504053466187,1.0,0.75,0.75,8.046828296524962,a3cd10555260b7a9a14672ff9a5a37c9562117c2
K09_20,9,5,0.08899069055401884,2.933449604359163,1.0,0.25,0.75,0.07013917440906065,a03d9fa6f86188ce48e68c9596724a975cd64b9d
K09_21,9,5,0.10851991732498431,6.822315100446767,1.0,0.75,1.0,130.92998910162012,ad00dfebc1d08f005cc4a9fec87477950eddd7a4
K09_22,9,5,0.10477147024226059,1.0,0.5,0.0,0.5,3.990131766729605,d85ce841f1f3d422e3344c68f1fe0df2aaf73a3f
K09_23,9,5,3.8022454833788752,14.727161870249784,0.0,0.0,0.25,1.781327397282798,c84b1d8d242aa7e52a1cd8b3455aa990d463a284
K09_24,9,4,3.099053862273022,20.798698807242634,0.5,0.5,0.5,66.66896478294065,e533bbd9df2a920054d826455bc7830bea50bae7
K09_25,9,5,0.0040575056696615245,1.0,1.0,0.75,1.0,42.32341971647661,9ac6e16c77e339d624efbd31929c58c7264c251a
K09_26,9,4,13.770748397935574,18.36510431071534,0.0,0.0,0.25,6.073438776736611,fcf1387a4b0bfca805ae8c417cbda844a61503de
K09_27,9,5,19.438594946588502,15.914810663100262,0.25,0.0,0.5,2.137069417200057,0c04c20354c5e972e07329a9dee7a7d035edeb5d
K09_28,9,5,3.2933712811848763,8.420668417469981,0.25,0.0,0.25,1.7137584728093118,f6ea6311c1ecb44abb261903486e6760d3157760
K09_29,9,4,1.086725650744531,5.843698588130589,0.5,0.25,0.75,3.363105036251885,09a94d158bf7f23af95eb00c698632bb8d39c039
K11_00,11,5,0.009067228842333122,1.746937949557478,1.0,0.8,0.6,37.39485068425276,20934a980602ddc4707f23c22d50caeb8d59c2a8
K11_01,11,5,0.00016449608362038463,1.0,1.0,0.8,0.6,5165.997539053449,40b0d0922bf1ec7f8d68df5358becc1e9be8db51
K11_02,11,5,3349.1313978736225,249.5374453299976,0.4,0.0,0.4,3.380944041905837,79f641cc399b4a14ca370a5ac19baf26fedaf4bc
K11_03,11,6,0.3857583232103958,1.9380711005656543,0.4,0.0,0.6,1.2347470660837627,28d47e7a8396efa5dccef7bbfb2f3efb19874faa
K11_04,11,5,0.5091769317007914,3.821523523212903,0.8,0.6,0.8,24.032522262048957,277f8887be1706c55f85965971b505a5f0350e6d
K11_05,11,4,0.09747021424762135,3.7089131470367205,0.8,0.6,0.4,8.201034078530197,2b342447c49a247f209a3cc01c2fccf2a44df179
K11_06,11,5,7.411929914935767e-05,1.0,1.0,0.8,0.6,11822.821100494199,28edd22e82daadf9f233479f448a1884af54ed73
K11_07,11,5,2.5020426297719514,13.201973040976522,0.4,0.2,0.6,11.88750461566771,74592ce90b935a09ca2727e4da8dc580fc74c13c
K11_08,11,5,0.008745004847377552,1.7686172450392768,1.0,0.8,0.8,42.07712995927774,83d12735255aadb016598494d7281adebcf520b5
K11_09,11,5,2.09600375194008,6.916227655832232,0.4,0.2,0.6,1.7400663108485883,508f04acbd2396d5795073bfbc3a3e081993a875
K11_10,11,5,1.4818690894959374,11.945924651720539,0.6,0.2,0.8,17.018307630827955,ff9d603fd6a583233357150467e3060b203ec223
K11_11,11,5,12.935998848502532,22.57199445091248,0.4,0.0,0.4,13.654034615026553,e6a232031b4f0a4a654e11a091d970690eabe430
K11_12,11,5,1.0242309967475414,5.605208444261704,0.4,0.2,0.4,3.026312108343564,ec82584d79d7cefaee74b65a282e15696d933a67
K11_13,11,4,0.17261907575418717,1.6989409402748192,0.6,0.2,0.6,1.1068895362398794,d9a82da17cbd1bcace91f51b60c1b3bca075d90f
K11_14,11,5,0.09142380890634333,13.242955957267553,0.6,0.4,0.2,1146.3161225182025,95a69ff07eb4f411c5861643b56334f87c55a938
K11_15,11,5,12.935998848502534,18.367057551319068,0.0,0.0,0.4,6.653573415548308,82beb847686bf1274ea0544b46882b5c68173881
K11_16,11,6,33881.91318200929,1013.6742816937258,0.2,0.0,0.4,1.215608169572394,f43dbc038b378df981295a557f35b9331c54c5b3
K11_17,11,5,12.13095502876646,19.708890684830532,0.0,0.0,0.2,9.390530140786478,bf1bb88d3378f37473fdb71460daa44f51393ed3
K11_18,11,6,2.388220877899559,9.015159105340695,0.0,0.0,0.2,1.7519688711240398,6f591e28753f83b97c428045e653d08a5712c2f8
K11_19,11,6,0.2837817000647668,1.5430340970580243,0.4,0.0,0.4,1.9496580526886753,1aa9c416871a2ffe00eea630eaf785defe8aae7d
K11_20,11,6,0.016382798390044195,1.3524456387899684,1.0,0.4,0.8,1.6334020458741585,616a4bae4ab55bbe55dd103b2d40294b2cc5f4ac
K11_21,11,5,3.185870651661381,5.609521383440719,0.6,0.2,0.8,1.0539589215731007,438c117878ba2aea9ff17560c75b188d1fb6870e
K11_22,11,6,17.03270662413058,21.04455907958842,0.2,0.0,0.6,8.920310926903475,5fb6f06a19151cbfec47dece299e55ec3fe5ea5b
K11_23,11,4,0.09747021424188203,3814277.2387318364,0.8,0.6,0.4,149262908097063.3,d6f46398339443cf9cdf434c8d697548f9a72465
K11_24,11,6,24.118112859107,22.9387200833881,0.0,0.0,0.2,5.920557332344056,0fc278a566695e0f692bbed04eb0a986a6a167be
K11_25,11,5,21.085169190913703,17.752953766925813,0.2,0.0,0.6,2.8622807764909064,948576979788e51701b5f7046475cdbe0f03b693
K11_26,11,5,3.22913833731384,5.707735062340303,0.6,0.2,0.8,1.0751523131248486,08e090c395d8dd06bb3599f9a88732f283c14fc8
K11_27,11,6,10.691735946628372,17.06485429086551,0.0,0.0,0.6,6.716424362694153,99375ed2ec158cd7b804aa55be0a2f1bd3307053
K11_28,11,5,0.7455189182808722,7.768913301447063,0.6,0.4,0.8,18.968018779180863,0ade2cbcfb886c059c62bda34a540c92ae918f75
K11_29,11,5,0.29453070092281375,1.779233207227748,0.6,0.0,0.6,1.399719075070164,c95c0fb7998f8a197d7ec2f7338cd9934c7521db
K13_00,13,5,0.16086494909149068,1.3671236819755548,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.5920274937454286,42be6405b66d7010a21c99c393a051b165aa6e05
K13_01,13,7,2.9168844433197973,8.758493800238474,0.16666666666666666,0.0,0.16666666666666666,1.2505375700729233,1a905e1572b02062e00b7581aba859ac336242d8
K13_02,13,6,4663.073851094469,278.24417832090353,0.16666666666666666,0.0,0.0,1.9058626061441477,1c56a56fff2f8761cd03ba325641181a9225fdce
K13_03,13,6,0.21671694589209634,2.1554809938137156,0.5,0.16666666666666666,0.6666666666666666,2.0511484217627216,e3ea6ade19fe927fc050d5ada25b720d3dbbfdec
K13_04,13,6,10.41845183229958,19.431994866830294,0.3333333333333333,0.16666666666666666,0.5,12.12334417102905,90ccd941f9959d281d30dc8846ea96a77eb5b06e
K13_05,13,5,2.6054171875227648e-05,1.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,37841.485460963115,5e5ae2e15db107439c8a63bab0b21a7da5ee3c36
K13_06,13,5,0.008989515825191544,1.1433817345586943,0.8333333333333334,0.5,0.6666666666666666,1.084768013891569,fbf55e360d97404e1d76c4f01795b1eadaa7ce76
K13_07,13,7,1.8060014926875676,6.342010543225516,0.0,0.0,0.16666666666666666,2.194314024097531,3d4e0fa39f4c1332794d7cd15357586fa2d6a004
K13_08,13,7,0.6958345862287039,6.840973871336585,1.0,0.5,1.0,12.478865155453517,f99b52f120d57a46268d590faa4f88b7e2a76e03
K13_09,13,6,1.1416678955258737,3.1055033557661873,0.5,0.16666666666666666,0.6666666666666666,4.913740865548785,c17e5fb31a8cccc11c04c973efa3454061cc78b8
K13_10,13,6,11.249641199039209,14.630602364034553,0.3333333333333333,0.0,0.3333333333333333,1.9009441328945267,50ae6aa1628810d797fbfc8075b6966c8440edd0
K13_11,13,5,0.5995819710430469,5.491501140960731,0.3333333333333333,0.16666666666666666,0.6666666666666666,6.123741503891609,e187389444d534d4f5bcbc5f373495493a8798ba
K13_12,13,5,1.4860185700045666e-07,1.0,0.8333333333333334,0.8333333333333334,0.6666666666666666,6726447.489723049,f26d7ea12c9c4f1fe2d47042626280f1da1440c1
K13_13,13,7,12.026507078150109,18.809749380834344,0.0,0.0,0.16666666666666666,8.058233463035156,b0813389aedd45e98e709a20d6ed0998f26b660c
K13_14,13,5,2.253756121728618,4.948300591542148,0.5,0.16666666666666666,0.6666666666666666,1.0295969215944178,5a553b655f82b8c12f04b1341ca0360d03d71b81
K13_15,13,6,0.14781053792972776,1.995524228665816,0.8333333333333334,0.3333333333333333,0.6666666666666666,1.537347953214567,82cfd8232d8537b3467ba9053508d1b6012237ff
K13_16,13,5,0.00016389105941837595,1.0,0.8333333333333334,0.8333333333333334,0.5,5185.342728619086,9d69644b278f641d3016ebb07ac80abd5be38859
K13_17,13,5,0.204112905685632,1.0,0.6666666666666666,0.0,0.6666666666666666,10.992534726261558,2d2447ed7dbb89fcd1c69e3081878cde09a0ae08
K13_18,13,7,10.918565092169267,16.776541797697277,0.16666666666666666,0.0,0.5,5.991925592918038,3a9c12ee1f2ba386a30ad3faa463bde1a7352cd5
K13_19,13,7,17.651676362319744,19.760629753906436,0.16666666666666666,0.0,0.3333333333333333,5.521600646913726,1aa1d3358aca3201776680080d79df1022ece7ae
K13_20,13,6,0.44077412848072284,2.2926767320520383,0.5,0.16666666666666666,0.6666666666666666,13.365662340905152,72e223a1079316619f9903ff6590ab8e8a02e8cc
K13_21,13,6,3.1172239668861583,6.252522494149412,0.16666666666666666,0.0,0.3333333333333333,3.393250713396687,23029a985bf994a8ba6a50365afbe04db371b7da
K13_22,13,6,149.435589623689,111.68489463635156,1.0,0.6666666666666666,0.6666666666666666,49.49915964903307,ecf6753e5b5eb7c8e94bcc1af1895c7e76237037
K13_23,13,7,11.706852706948522,15.328100612828162,0.3333333333333333,0.0,0.3333333333333333,2.202424652921952,d06485e3a545140a7610b49401bcb04301ff4261
K13_24,13,6,0.08228154803446154,1.9528441977627242,0.5,0.16666666666666666,0.8333333333333334,3.1790138151057197,7e9407728dbbb7debb13e82f989923d5515b0a8c
K13_25,13,7,0.009799005880827542,1.0,0.6666666666666666,0.3333333333333333,0.5,319.28236101329225,c7fe001ecb0c4811851b808f2c00bcc5f182c71e
K13_26,13,7,0.09165130025380053,1.0,0.3333333333333333,0.0,0.3333333333333333,6.707282948475004,ba36b294cefd8b9ddfc365c96000554a68fc0f29
K13_27,13,6,0.03152578597832992,5.605196405421943,1.0,0.6666666666666666,1.0,235.738460509579,d04da5625128588dc089ac2dd95e9ac25b129825
K13_28,13,5,0.4608073917763194,2.771624630555691,0.5,0.16666666666666666,0.6666666666666666,1.0324523406455022,3ea6979da125207aa2fc8c99cf5b65ed3088b271
K13_29,13,7,0.08555790847139912,1.0,0.8333333333333334,0.16666666666666666,0.8333333333333334,19.766065762261576,9b13f07382ef87ddd37008f7e228c88915d76b1d
K15_00,15,6,1.0867256507445309,12.91328372205951,0.5714285714285714,0.42857142857142855,0.7142857142857143,71.44420309523457,5d543a8608b7bbc69b9ed120f0a930acd3e8f087
K15_01,15,6,0.018083670081177422,1.1312149884122316,0.7142857142857143,0.2857142857142857,0.7142857142857143,1.4212309814195536,9813bd85b758bccb7030719e6ee28b8ea0f63d2f
K15_02,15,8,5.5799955884361965e-05,1.0,1.0,0.8571428571428571,1.0,1459.9302515395675,402998522cf1217b9509ce1ef0f263577241dd26
K15_03,15,6,15.107045805592584,19.663987038786804,0.2857142857142857,0.0,0.42857142857142855,8.384993913600598,19653fd7743a9f5c45f906d01ec710b0e55171ae
K15_04,15,7,0.6307072726006097,2.803649270901468,0.5714285714285714,0.14285714285714285,0.5714285714285714,9.192489579294907,c79b8c7570156dd9191c2d71efdee1aebf3995a9
K15_05,15,8,1.7783108560003376,4.184142347685132,0.5714285714285714,0.0,0.8571428571428571,1.6009506178013393,e4c59ea8ac5b96d023713644509373d6bed2e273
K15_06,15,6,11.419509237438005,19.50701497508657,0.2857142857142857,0.0,0.42857142857142855,10.263738331021997,f140346a851b891884f2859fa03a2343011b591e
K15_07,15,5,0.004852240234160476,6.025077615403181,1.0,0.8571428571428571,0.8571428571428571,2326.850981897927,20168c6070f9d83f2be9534eb5f93f6f08742c72
K15_08,15,5,1012.373607542151,131.92559750857288,0.2857142857142857,0.14285714285714285,0.0,2.524495319494453,16f4033aae7446d13da95fff81ea6ed07152e810
K15_09,15,7,0.10477147024226055,15.266197692259983,0.7142857142857143,0.2857142857142857,0.5714285714285714,1423.8863628557674,fd98fd01cd146e23713f823214e324a17722cfea
K15_10,15,6,0.0026546066709666667,1.0,0.8571428571428571,0.5714285714285714,0.7142857142857143,1018.9720436386413,db9f1d3071ab51711827f630d3ba36a2d9890cb9
K15_11,15,8,10.360440208308553,13.248268859436271,0.2857142857142857,0.0,0.42857142857142855,1.7089195170778995,beeeb34883229305ff000d3196613cbc6f38e7d3
K15_12,15,6,0.20560638414073376,3.0694534120699175,0.42857142857142855,0.14285714285714285,0.5714285714285714,0.38233439128463026,437c6cc6b6ad11cb3f1f876f24de1e1db9fd4bc4
K15_13,15,6,3.606671069444568,6.150040483902789,0.7142857142857143,0.0,0.5714285714285714,2.8980049249177178,5f2a6da60c794f8ad6571e2f137c86f2e9f59fd5
K15_14,15,5,0.009884865110652015,2.842576249943874,0.7142857142857143,0.7142857142857143,0.5714285714285714,19.628665899795145,5f2077d477173b4432b3bb9358a4b878a6cb4178
K15_15,15,5,2.5397122674786714,7.476450811351121,0.2857142857142857,0.0,0.2857142857142857,1.0856814410330446,4bb24d402d754fb6570eba0f36e27d6ff397e57a
K15_16,15,7,0.4872345075118357,9.974456712652266,1.0,0.7142857142857143,0.7142857142857143,82.17335031467988,9f006c81e24b043eed9570636f3987d07565df62
K15_17,15,8,0.04926764325316066,1.0,0.2857142857142857,0.2857142857142857,0.42857142857142855,15.089364254640508,6229e4d660500dea69b0b309bfd92b258e474b47
K15_18,15,6,4.0277089762329975e-06,1.7268358729906055,0.8571428571428571,0.8571428571428571,0.5714285714285714,128499.39211249829,fabef4ed4201ad290ff34aa716334e27a4205344
K15_19,15,7,2.8456766205996455,8.51161541883183,0.0,0.0,0.14285714285714285,1.8356002871412855,86471866ce1eb3417c422eef8d6026927df80acc
K15_20,15,8,0.038040126393977046,1.0,0.2857142857142857,0.2857142857142857,0.5714285714285714,24.111762752966523,fbc25c8f1441a4414f056daf192e8352c07ffbdb
K15_21,15,7,1126.6276651484077,266.4142296540074,1.0,0.7142857142857143,0.7142857142857143,34.982106279254786,aeb3905114f5381e27583c09a763f1f626f63c12
K15_22,15,7,1.610697556399597,2.4335893723837296,0.5714285714285714,0.2857142857142857,0.5714285714285714,2.7719804283939853,3f1b134bbfa528e1ff5210e369cd710e6292f215
K15_23,15,7,1.581772570053541,7.150581225220762,0.42857142857142855,0.0,0.42857142857142855,2.9330502464728854,f5557166fd653d24a22e3ab1ece7105d741ee9ed
K15_24,15,8,0.10613022305324891,1.0043233495558084,0.8571428571428571,0.14285714285714285,0.8571428571428571,3.933294592732213,b2b3fdc1f9bab1e2d57423d24c117bd5366969a7
K15_25,15,6,1.2584905557583421e-05,2.7333076137770362,0.7142857142857143,0.7142857142857143,0.7142857142857143,10469.583043907278,cf9cd8d34b23820072c6938a1f76d03dfc732c5b
K15_26,15,7,244.3909067239808,73.19721680447081,0.14285714285714285,0.0,0.14285714285714285,5.9096561504755325,942de93f80b639ef6da0bc9dfbbd34d3748d7f58
K15_27,15,7,0.02442140714724694,2.3211018158545165,1.0,0.5714285714285714,0.7142857142857143,16.676874751843357,306460504ff555eb5dec0ec4e352e88aaccbeac9
K15_28,15,5,8991.219901796809,569.2888070731819,0.7142857142857143,0.2857142857142857,0.5714285714285714,16.810453509759775,623b74e2e942a9018cbbf5be3ecc7174b7c0f8ee
K15_29,15,7,0.14216089870233853,1.0,0.42857142857142855,0.2857142857142857,0.5714285714285714,5.490387976995466,5ec3c9be9db26fa3386744088d3e804656448183
K17_00,17,5,0.21100440313737628,2.75067115434519,0.875,0.375,0.875,43.254890542005136,63846b597a9e28f26538c490b135e42371c5d837
K17_01,17,7,0.0711221892535951,1.0,0.5,0.125,0.5,8.178876246010768,24df0f2aa38cad18cc79f06ad02fb09b2efd2165
K17_02,17,7,4.530905320890376e-05,1.0,0.875,0.875,0.75,17705.697262233047,ab3272fe2e5b4906de8901703057ee68dc25d3ff
K17_03,17,9,0.0005699965763372735,1.0,1.0,0.75,0.875,1713.7505463258071,572cb3c1d72e5444e3c5ee8f444967d5e74c768e
K17_04,17,6,0.6082486488932942,2.429185985068486,0.75,0.125,0.625,12.548608645895394,9571a9d55b6200295b90a0093e1613d62f95d94d
K17_05,17,6,5.522408486420958e-05,2.6988809500035162,1.0,1.0,0.625,2041.4332292409872,3e960c438d16bebdae15628b88fdbde3ba94d49f
K17_06,17,6,0.2549641163418982,1.9307391710367068,0.5,0.125,0.5,1.012856344644742,a911559de925ad7926a7e67eed40c685a9141766
K17_07,17,6,0.024624497079971372,1.4793255754395542,0.5,0.125,0.5,2.976734592746,136b25fec4d474447dea94f6ed9345c291c662fa
K17_08,17,5,0.013314094935341492,15.780322111896286,1.0,0.875,0.75,12881.095172714653,edca2d5363022d24f22c6e795b259e20dc2a6410
K17_09,17,8,0.006471002158693674,2.311159719143251,1.0,0.75,0.875,20.934677593360355,38b82a75e82cb5cf39780e7463f2c4b9d519447a
K17_10,17,7,0.18546632260881854,4.190309015106207,0.875,0.25,1.0,6.07343523922107,33fed8cae14d39132c2560601a517108fce66f92
K17_11,17,8,27.101832903471323,21.816305089612975,0.125,0.0,0.375,5.171586527695853,b75b007c6408a44596d0c69beb3033b1d758a266
K17_12,17,8,0.05584927620444985,6.403884106591432,1.0,0.75,0.75,218.26314225415084,6cde113090a003dc16d2034ffea54b12e8d8ee65
K17_13,17,9,0.2729864307503433,2.698431344686931,0.25,0.0,0.375,2.4734691672831466,dbff31299cf92c6f0c6d45cc624b2e5b8871649e
K17_14,17,7,0.2450118570028691,1.5627697321834502,0.625,0.0,0.5,4.638573309471375,61d0a2f1c69698dbf11de4087d0956d29817ff08
K17_15,17,7,2.9841760014820164,12.132506506813582,0.375,0.0,0.25,5.960368893484829,c72f8e1bc5bfaed398a7376c9ee2ac13d0db8713
K17_16,17,6,2.165772316091658,7.945013114189356,0.5,0.125,0.5,0.8562007741763416,ce455adc7ba4876c209f5d4f718faefdd0527621
K17_17,17,5,0.034243226061637815,1.0,0.875,0.25,0.625,17.74691137384149,4a1f05c9462577a23a9e4b74b64a11c57d840189
K17_18,17,6,3.2181627455704893,20.120236390512012,0.25,0.25,0.5,54.4701354831121,b066b2938a5dab24e7530eadaada913a8cadd4bf
K17_19,17,8,0.19307330739941353,3.6321296104171146,0.875,0.375,0.875,2.9434422921728993,a92aa6f854dfae6304d1e06e1df60f46cd33b437
K17_20,17,8,1.536292138273726e-05,15.154262137839176,0.75,0.625,0.75,10424721.49260577,119b53b7b346fe893c67dc740b102f5cdbfc8358
K17_21,17,7,3.5960934662944144,4.977959494677,0.5,0.0,0.5,1.2788010710112017,540d38c8f604b492a91693bf27cfd544421e9310
K17_22,17,8,0.0001499512081786306,1.0,0.5,0.25,0.5,6572.250830475846,7c32922a7230ea386a97e966eb478691964c0562
K17_23,17,9,0.01748956941744644,2.078790579379611,0.75,0.375,0.75,36.09032216632965,e5a8fbf20a2c7c457f7d1a3439abbe2d16ad5859
K17_24,17,7,2.8088828934871604,8.897486009491027,0.375,0.125,0.5,4.024916307868887,da2bd3ed7edc655b33c1c8e7ab4d4577531f6a72
K17_25,17,9,0.00024175413684267017,1.0674481203589237,0.75,0.25,0.625,1.304248338514236,7df66d404bc98c2d11be2eda55d0427405e22570
K17_26,17,6,0.0010505330421231012,1.0,0.875,0.75,0.875,1750.0042959037348,f3c057cbb90d328c8c690eff388cb042559cfd8d
