target_id,K_construction,K_proven,m_operators,expression,alpha_rigidity,gradient_absence_g,best_proper_subtree_nmse,n_crit,rigid_subset,overflow_fraction,domain_lo,domain_hi,n_points
K27_RS02,27,,13,"eml(1, eml(eml(eml(eml(1, eml(x, 1)), eml(eml(1, 1), x)), x), eml(eml(eml(1, eml(x, x)), eml(x, 1)), x)))",0.7692307692307693,true,9.328543437756247,10.0,true,0.0,2.0,3.0,100
K27_RS03,27,,13,"eml(1, eml(eml(x, eml(eml(x, eml(x, x)), x)), eml(eml(eml(eml(x, eml(eml(x, eml(1, x)), 1)), 1), x), 1)))",0.6923076923076923,true,1.0767044934056484,9.0,true,0.0,2.0,3.0,100
K27_RS04,27,,13,"eml(eml(1, eml(eml(1, x), eml(1, eml(1, 1)))), eml(1, eml(eml(1, x), eml(1, eml(eml(1, eml(x, x)), x)))))",0.6923076923076923,true,1.4430754439164362,9.0,true,0.0,2.0,3.0,100
K27_RS05,27,,13,"eml(1, eml(1, eml(eml(eml(eml(1, eml(x, 1)), eml(x, 1)), 1), eml(eml(eml(1, eml(x, 1)), 1), eml(x, x)))))",0.6153846153846154,true,5.438435349266912,8.0,true,0.0,2.0,3.0,100
K29_RS00,29,,14,"eml(1, eml(eml(x, eml(eml(x, eml(x, x)), eml(1, eml(x, 1)))), eml(eml(x, eml(1, x)), eml(eml(1, eml(x, x)), 1))))",0.6428571428571429,true,15.843586388311962,9.0,true,0.0,2.0,3.0,100
K29_RS01,29,,14,"eml(eml(eml(eml(1, eml(1, x)), eml(eml(x, eml(x, eml(x, eml(eml(1, 1), x)))), 1)), eml(eml(x, eml(x, x)), 1)), x)",0.5714285714285714,true,70.64287523669792,8.0,true,0.0,2.0,3.0,100
K29_RS02,29,,14,"eml(1, eml(eml(1, eml(1, eml(eml(eml(1, eml(x, 1)), eml(1, eml(1, 1))), eml(eml(1, eml(1, 1)), eml(x, 1))))), 1))",0.5714285714285714,true,6.631635127283253,8.0,true,0.0,2.0,3.0,100
K31_RS00,31,,15,"eml(eml(eml(eml(eml(eml(1, eml(eml(1, eml(1, x)), x)), eml(x, 1)), eml(x, eml(eml(1, eml(x, x)), 1))), 1), eml(1, x)), x)",0.8,true,1.5661304139191563,12.0,true,0.0,2.0,3.0,100
K31_RS01,31,,15,"eml(eml(eml(eml(1, x), eml(eml(1, eml(eml(1, x), eml(eml(eml(1, x), 1), x))), 1)), eml(1, eml(1, eml(1, eml(1, x))))), 1)",1.0,true,17037307.505370036,15.0,true,0.0,2.0,3.0,100
K31_RS02,31,,15,"eml(1, eml(eml(1, eml(x, x)), eml(eml(eml(eml(1, eml(eml(1, 1), 1)), eml(x, x)), x), eml(x, eml(eml(x, eml(x, 1)), 1)))))",0.8,true,16.45679439233903,12.0,true,0.0,2.0,3.0,100
K31_RS03,31,,15,"eml(1, eml(eml(eml(1, eml(x, 1)), eml(1, eml(eml(1, eml(eml(1, eml(x, 1)), eml(x, 1))), eml(1, eml(1, 1))))), eml(1, 1)))",0.8,true,60.28593968487405,12.0,true,0.0,2.0,3.0,100
K31_RS04,31,,15,"eml(eml(eml(1, eml(eml(eml(eml(x, eml(eml(x, 1), 1)), 1), 1), eml(eml(1, eml(eml(eml(1, x), eml(x, 1)), 1)), 1))), x), 1)",0.9333333333333333,true,1.4218523976849011,14.0,true,0.0,2.0,3.0,100
K31_RS05,31,,15,"eml(1, eml(1, eml(eml(eml(eml(eml(1, eml(x, x)), eml(eml(1, 1), x)), x), eml(1, x)), eml(eml(1, eml(x, x)), eml(1, 1)))))",0.6666666666666666,true,2.1822688099147696,10.0,true,0.0,2.0,3.0,100
