target_id,K_construction,K_proven,m_operators,expression,alpha_rigidity,gradient_absence_g,best_proper_subtree_nmse,n_crit,rigid_subset,overflow_fraction,domain_lo,domain_hi,n_points
K09_12,9,9,4,"eml(eml(1, eml(1, x)), eml(x, 1))",1.0,true,231.9577702321279,4.0,true,0.0,2.0,3.0,100
K09_13,9,9,4,"eml(1, eml(1, eml(x, eml(x, 1))))",0.0,true,6.5964937506255765,0.0,false,0.0,2.0,3.0,100
K09_14,9,9,4,"eml(1, eml(1, eml(eml(1, x), 1)))",1.0,true,61.16437108564652,4.0,true,0.0,2.0,3.0,100
K09_15,9,9,4,"eml(eml(1, eml(1, x)), eml(1, 1))",0.75,false,78.11183318460432,3.0,false,0.0,2.0,3.0,100
K09_16,9,9,4,"eml(eml(eml(1, eml(1, 1)), 1), x)",1.0,false,4970471.22483239,4.0,false,0.0,2.0,3.0,100
K09_17,9,9,4,"eml(eml(1, eml(eml(1, 1), x)), x)",1.0,false,1.9048535656548073,4.0,false,0.0,2.0,3.0,100
K09_18,9,9,4,"eml(x, eml(eml(x, eml(1, 1)), x))",1.0,true,44312520.97600844,4.0,true,0.0,2.0,3.0,100
K09_19,9,9,4,"eml(eml(1, eml(1, 1)), eml(x, 1))",1.0,false,2.55731151946398,4.0,false,0.0,2.0,3.0,100
K09_20,9,9,4,"eml(1, eml(eml(1, eml(x, x)), 1))",1.0,true,17.31213902838929,4.0,true,0.0,2.0,3.0,100
K09_21,9,9,4,"eml(eml(1, eml(1, eml(1, x))), x)",1.0,true,155.65819391533708,4.0,true,0.0,2.0,3.0,100
K09_22,9,9,4,"eml(1, eml(x, eml(x, eml(1, 1))))",0.5,true,50.529399489062754,2.0,true,0.0,2.0,3.0,100
K09_23,9,9,4,"eml(1, eml(1, eml(x, eml(1, 1))))",0.0,false,1.7150577002474885,0.0,false,0.0,2.0,3.0,100
K09_24,9,9,4,"eml(eml(1, 1), eml(1, eml(x, 1)))",0.5,false,9.235260440748013,2.0,false,0.0,2.0,3.0,100
K09_25,9,9,4,"eml(1, eml(eml(1, eml(1, x)), 1))",1.0,true,366.33220099367173,4.0,true,0.0,2.0,3.0,100
K09_26,9,9,4,"eml(x, eml(eml(1, x), eml(1, x)))",0.0,false,3.510041200057618,0.0,false,0.0,2.0,3.0,100
K09_27,9,9,4,"eml(x, eml(eml(eml(1, x), x), 1))",0.25,false,1.658699229594359,1.0,false,0.0,2.0,3.0,100
K09_28,9,9,4,"eml(1, eml(eml(1, eml(x, 1)), x))",0.25,true,5.315513339279297,1.0,false,0.0,2.0,3.0,100
K09_29,9,9,4,"eml(eml(1, x), eml(x, eml(x, 1)))",0.5,true,4.722178267603974,2.0,true,0.0,2.0,3.0,100
K11_00,11,11,5,"eml(1, eml(eml(1, eml(1, 1)), eml(x, x)))",1.0,false,3.2813676639990526,5.0,false,0.0,2.0,3.0,100
K11_01,11,11,5,"eml(eml(x, eml(eml(x, x), x)), eml(x, x))",1.0,false,4303.1786415208735,5.0,false,0.0,2.0,3.0,100
K11_02,11,11,5,"eml(eml(eml(1, x), eml(eml(1, x), 1)), 1)",0.4,false,3.1582354613349617,2.0,false,0.0,2.0,3.0,100
K11_03,11,11,5,"eml(eml(1, eml(x, eml(x, eml(x, x)))), x)",0.4,false,0.44044960959848845,2.0,false,0.0,2.0,3.0,100
K11_04,11,11,5,"eml(1, eml(eml(eml(1, x), eml(1, 1)), 1))",0.8,true,36.54258621464041,4.0,true,0.0,2.0,3.0,100
K11_05,11,11,5,"eml(eml(1, eml(1, 1)), eml(x, eml(1, 1)))",0.8,false,3.0441546471129004,4.0,false,0.0,2.0,3.0,100
K11_06,11,11,5,"eml(eml(1, eml(eml(1, 1), x)), eml(1, 1))",1.0,false,0.057165752692528805,5.0,false,0.0,2.0,3.0,100
K11_07,11,11,5,"eml(eml(1, x), eml(1, eml(x, eml(1, x))))",0.4,true,14.161220475249731,2.0,false,0.0,2.0,3.0,100
K11_08,11,11,5,"eml(1, eml(eml(1, eml(1, 1)), eml(x, 1)))",1.0,false,2.6174860181186723,5.0,false,0.0,2.0,3.0,100
K11_09,11,11,5,"eml(eml(eml(1, eml(x, 1)), 1), eml(1, x))",0.4,true,1.947663508018425,2.0,false,0.0,2.0,3.0,100
K11_10,11,11,5,"eml(eml(1, x), eml(1, eml(x, eml(x, x))))",0.6,false,12.40274170152638,3.0,false,0.0,2.0,3.0,100
K11_11,11,11,5,"eml(x, eml(1, eml(eml(1, 1), eml(1, 1))))",0.4,false,1.1143540549349586,2.0,false,0.0,2.0,3.0,100
K11_12,11,11,5,"eml(eml(1, x), eml(x, eml(1, eml(1, 1))))",0.4,false,1.9224971925102956,2.0,false,0.0,2.0,3.0,100
K11_13,11,11,5,"eml(eml(1, eml(x, x)), eml(1, eml(1, 1)))",0.6,true,1.9601656267656187,3.0,true,0.0,2.0,3.0,100
K11_14,11,11,5,"eml(eml(1, 1), eml(x, eml(1, eml(1, x))))",0.6,false,170.36507200601605,3.0,false,0.0,2.0,3.0,100
K11_15,11,11,5,"eml(x, eml(eml(1, eml(1, 1)), eml(1, 1)))",0.0,false,4.357805009106492,0.0,false,0.0,2.0,3.0,100
K11_16,11,11,5,"eml(eml(eml(eml(1, eml(x, 1)), 1), x), 1)",0.2,false,1.1880459811421844,1.0,false,0.0,2.0,3.0,100
K11_17,11,11,5,"eml(x, eml(1, eml(eml(1, x), eml(1, x))))",0.0,false,5.587487704784568,0.0,false,0.0,2.0,3.0,100
K11_18,11,11,5,"eml(1, eml(1, eml(x, eml(x, eml(x, x)))))",0.0,true,6.649673322955235,0.0,false,0.0,2.0,3.0,100
K11_19,11,11,5,"eml(eml(1, eml(x, eml(1, eml(1, x)))), x)",0.4,false,0.33059020526270444,2.0,false,0.0,2.0,3.0,100
K11_20,11,11,5,"eml(eml(eml(1, eml(eml(1, 1), 1)), x), 1)",1.0,true,62.4692786807072,5.0,true,0.0,2.0,3.0,100
K11_21,11,11,5,"eml(eml(eml(1, eml(x, 1)), 1), eml(x, 1))",0.6,false,0.6382503574166362,3.0,false,0.0,2.0,3.0,100
K11_22,11,11,5,"eml(x, eml(1, eml(x, eml(1, eml(x, 1)))))",0.2,false,0.1641436892046464,1.0,false,0.0,2.0,3.0,100
K11_23,11,11,5,"eml(eml(eml(1, 1), 1), eml(x, eml(1, 1)))",0.8,false,149261917707407.16,4.0,false,0.0,2.0,3.0,100
K11_24,11,11,5,"eml(x, eml(eml(1, eml(x, eml(x, x))), x))",0.0,false,0.26519834232907646,0.0,false,0.0,2.0,3.0,100
K11_25,11,11,5,"eml(x, eml(eml(eml(1, x), eml(x, x)), 1))",0.2,false,0.4349407861178424,1.0,false,0.0,2.0,3.0,100
K11_26,11,11,5,"eml(eml(eml(1, eml(x, 1)), 1), eml(x, x))",0.6,false,0.6479271868261436,3.0,false,0.0,2.0,3.0,100
K11_27,11,11,5,"eml(x, eml(x, eml(x, eml(1, eml(x, 1)))))",0.0,false,0.012963699223372403,0.0,false,0.0,2.0,3.0,100
K11_28,11,11,5,"eml(eml(1, x), eml(1, eml(eml(1, x), x)))",0.6,false,0.9655889487492955,3.0,false,0.0,2.0,3.0,100
K11_29,11,11,5,"eml(eml(1, eml(x, eml(x, 1))), eml(1, 1))",0.6,false,0.31059228009564405,3.0,false,0.0,2.0,3.0,100
K13_00,13,,6,"eml(eml(x, eml(eml(x, x), 1)), eml(eml(1, x), 1))",0.6666666666666666,false,0.8039670896778149,4.0,false,0.0,2.0,3.0,100
K13_01,13,,6,"eml(1, eml(eml(1, eml(x, eml(x, eml(1, 1)))), x))",0.16666666666666666,true,1.306728997271004,1.0,false,0.0,2.0,3.0,100
K13_02,13,,6,"eml(eml(eml(1, x), eml(x, eml(1, eml(1, x)))), 1)",0.16666666666666666,false,1.7440317088634891,1.0,false,0.0,2.0,3.0,100
K13_03,13,,6,"eml(1, eml(eml(eml(1, eml(x, x)), 1), eml(1, x)))",0.5,true,2.062501970121019,3.0,true,0.0,2.0,3.0,100
K13_04,13,,6,"eml(x, eml(eml(1, eml(x, eml(x, 1))), eml(x, x)))",0.3333333333333333,false,0.8419063614555655,2.0,false,0.0,2.0,3.0,100
K13_05,13,,6,"eml(eml(1, x), eml(eml(eml(1, x), 1), eml(x, x)))",0.8333333333333334,true,125122.98805896602,5.0,true,0.0,2.0,3.0,100
K13_06,13,,6,"eml(1, eml(eml(1, eml(1, x)), eml(eml(1, 1), x)))",0.8333333333333334,true,77.83184322241362,5.0,true,0.0,2.0,3.0,100
K13_07,13,,6,"eml(1, eml(1, eml(x, eml(1, eml(1, eml(x, x))))))",0.0,true,3.6435252123683535,0.0,false,0.0,2.0,3.0,100
K13_08,13,,6,"eml(x, eml(eml(x, eml(eml(eml(1, x), x), x)), 1))",1.0,false,0.00012201419212444728,6.0,false,0.0,2.0,3.0,100
K13_09,13,,6,"eml(1, eml(eml(eml(1, x), eml(x, eml(x, x))), x))",0.5,true,8.708358400217298,3.0,true,0.0,2.0,3.0,100
K13_10,13,,6,"eml(eml(eml(1, eml(x, eml(x, x))), 1), eml(1, x))",0.3333333333333333,true,1.9600006025235948,2.0,false,0.0,2.0,3.0,100
K13_11,13,,6,"eml(eml(1, x), eml(eml(1, x), eml(1, eml(x, x))))",0.3333333333333333,true,9.486064282041806,2.0,false,0.0,2.0,3.0,100
K13_12,13,,6,"eml(eml(x, eml(eml(x, x), eml(1, x))), eml(x, 1))",0.8333333333333334,false,5657090.706646023,5.0,false,0.0,2.0,3.0,100
K13_13,13,,6,"eml(x, eml(1, eml(eml(1, eml(x, eml(1, 1))), 1)))",0.0,false,0.0028142561269380298,0.0,false,0.0,2.0,3.0,100
K13_14,13,,6,"eml(eml(eml(1, eml(x, 1)), 1), eml(eml(1, 1), x))",0.5,false,0.5779655707501017,3.0,false,0.0,2.0,3.0,100
K13_15,13,,6,"eml(eml(eml(eml(1, eml(x, x)), eml(x, x)), x), 1)",0.8333333333333334,false,1.4524120753734402,5.0,false,0.0,2.0,3.0,100
K13_16,13,,6,"eml(eml(x, eml(eml(x, x), eml(1, x))), eml(x, x))",0.8333333333333334,false,4319.182480336923,5.0,false,0.0,2.0,3.0,100
K13_17,13,,6,"eml(eml(eml(1, eml(x, 1)), eml(x, eml(x, 1))), x)",0.6666666666666666,false,1.816123695807025,4.0,false,0.0,2.0,3.0,100
K13_18,13,,6,"eml(x, eml(x, eml(eml(1, eml(eml(1, 1), 1)), x)))",0.16666666666666666,false,2.953336865818635,1.0,false,0.0,2.0,3.0,100
K13_19,13,,6,"eml(x, eml(eml(eml(1, eml(x, eml(1, 1))), 1), x))",0.16666666666666666,false,0.022195950874165735,1.0,false,0.0,2.0,3.0,100
K13_20,13,,6,"eml(eml(1, eml(x, eml(1, eml(x, 1)))), eml(x, 1))",0.5,false,4.964847971733979,3.0,false,0.0,2.0,3.0,100
K13_21,13,,6,"eml(1, eml(eml(1, eml(1, eml(x, 1))), eml(1, x)))",0.16666666666666666,false,2.186698975520543,1.0,false,0.0,2.0,3.0,100
K13_22,13,,6,"eml(eml(1, eml(1, eml(eml(1, 1), eml(x, x)))), x)",1.0,false,38.45202481099425,6.0,false,0.0,2.0,3.0,100
K13_23,13,,6,"eml(eml(eml(1, eml(x, eml(x, eml(1, x)))), 1), 1)",0.3333333333333333,true,2.3361908867359915,2.0,false,0.0,2.0,3.0,100
K13_24,13,,6,"eml(1, eml(eml(1, x), eml(x, eml(eml(1, x), x))))",0.5,true,3.7653811217521582,3.0,true,0.0,2.0,3.0,100
K13_25,13,,6,"eml(eml(1, eml(eml(eml(1, eml(1, 1)), x), 1)), x)",0.6666666666666666,false,147.01608715136493,4.0,false,0.0,2.0,3.0,100
K13_26,13,,6,"eml(1, eml(x, eml(1, eml(1, eml(1, eml(1, 1))))))",0.3333333333333333,true,23.67281272782725,2.0,false,0.0,2.0,3.0,100
K13_27,13,,6,"eml(eml(1, x), eml(eml(eml(1, eml(x, 1)), 1), x))",1.0,false,217.29232007797242,6.0,false,0.0,2.0,3.0,100
K13_28,13,,6,"eml(eml(eml(1, eml(x, 1)), eml(1, x)), eml(1, 1))",0.5,false,0.6915242232512179,3.0,false,0.0,2.0,3.0,100
K13_29,13,,6,"eml(eml(1, eml(x, eml(x, eml(eml(x, 1), x)))), x)",0.8333333333333334,false,0.5449643457140527,5.0,false,0.0,2.0,3.0,100
K15_00,15,,7,"eml(eml(1, 1), eml(eml(eml(1, x), eml(x, eml(x, 1))), 1))",0.5714285714285714,false,5.983546253017545,4.0,false,0.0,2.0,3.0,100
K15_01,15,,7,"eml(1, eml(eml(1, x), eml(1, eml(eml(1, x), eml(1, x)))))",0.7142857142857143,false,0.551163176732191,5.0,false,0.0,2.0,3.0,100
K15_02,15,,7,"eml(x, eml(eml(x, eml(1, eml(1, eml(1, eml(1, x))))), 1))",1.0,true,21716.25685836651,7.0,true,0.0,2.0,3.0,100
K15_03,15,,7,"eml(x, eml(eml(eml(1, eml(x, x)), eml(1, x)), eml(x, 1)))",0.2857142857142857,false,0.46078988094437706,2.0,false,0.0,2.0,3.0,100
K15_04,15,,7,"eml(1, eml(eml(eml(1, x), eml(eml(1, eml(1, x)), 1)), x))",0.5714285714285714,true,16.36920447067489,4.0,true,0.0,2.0,3.0,100
K15_05,15,,7,"eml(eml(1, eml(1, eml(1, eml(x, eml(1, eml(x, x)))))), x)",0.5714285714285714,false,1.421697092722457,4.0,false,0.0,2.0,3.0,100
K15_06,15,,7,"eml(x, eml(eml(1, eml(eml(1, 1), x)), eml(x, eml(1, x))))",0.2857142857142857,false,0.8789394405671254,2.0,false,0.0,2.0,3.0,100
K15_07,15,,7,"eml(eml(1, eml(1, eml(1, x))), eml(eml(1, x), eml(x, x)))",1.0,false,1174.4026038672635,7.0,false,0.0,2.0,3.0,100
K15_08,15,,7,"eml(eml(eml(1, x), eml(eml(1, 1), eml(1, 1))), eml(1, 1))",0.2857142857142857,false,1.742539393421536,2.0,false,0.0,2.0,3.0,100
K15_09,15,,7,"eml(eml(1, 1), eml(eml(1, eml(x, eml(x, eml(1, 1)))), 1))",0.7142857142857143,false,189.93256199547093,5.0,false,0.0,2.0,3.0,100
K15_10,15,,7,"eml(eml(1, eml(eml(eml(1, x), x), x)), eml(1, eml(1, x)))",0.8571428571428571,true,1543.4807975507856,6.0,true,0.0,2.0,3.0,100
K15_11,15,,7,"eml(eml(eml(1, eml(x, eml(x, eml(eml(1, x), x)))), 1), x)",0.2857142857142857,false,0.5812593406933094,2.0,false,0.0,2.0,3.0,100
K15_12,15,,7,"eml(eml(1, eml(eml(1, x), eml(1, eml(1, x)))), eml(1, x))",0.42857142857142855,true,0.8449131527724485,3.0,false,0.0,2.0,3.0,100
K15_13,15,,7,"eml(eml(eml(1, x), eml(eml(x, eml(x, 1)), 1)), eml(x, x))",0.7142857142857143,true,4.097044547915848,5.0,true,0.0,2.0,3.0,100
K15_14,15,,7,"eml(eml(1, eml(1, 1)), eml(eml(1, 1), eml(1, eml(x, x))))",0.7142857142857143,false,1.3330713816623732,5.0,false,0.0,2.0,3.0,100
K15_15,15,,7,"eml(eml(1, eml(x, x)), eml(eml(1, eml(x, x)), eml(1, 1)))",0.2857142857142857,true,1.1715048564715753,2.0,false,0.0,2.0,3.0,100
K15_16,15,,7,"eml(eml(1, eml(1, eml(eml(1, eml(1, 1)), eml(x, x)))), x)",1.0,false,54.56064326803681,7.0,false,0.0,2.0,3.0,100
K15_17,15,,7,"eml(1, eml(x, eml(1, eml(eml(1, eml(1, eml(x, 1))), 1))))",0.2857142857142857,false,1.495873207888393,2.0,false,0.0,2.0,3.0,100
K15_18,15,,7,"eml(eml(x, eml(eml(x, eml(1, 1)), eml(x, 1))), eml(1, 1))",0.8571428571428571,false,128350.39232091629,6.0,false,0.0,2.0,3.0,100
K15_19,15,,7,"eml(1, eml(1, eml(x, eml(eml(1, x), eml(eml(1, x), x)))))",0.0,false,1.6633312162728333,0.0,false,0.0,2.0,3.0,100
K15_20,15,,7,"eml(1, eml(x, eml(1, eml(x, eml(x, eml(eml(x, 1), x))))))",0.2857142857142857,false,2.656104476409267,2.0,false,0.0,2.0,3.0,100
K15_21,15,,7,"eml(eml(1, eml(eml(x, eml(eml(x, x), x)), eml(x, x))), x)",1.0,false,31.655536660996656,7.0,false,0.0,2.0,3.0,100
K15_22,15,,7,"eml(eml(eml(1, eml(x, eml(1, eml(1, 1)))), x), eml(x, 1))",0.5714285714285714,false,1.1667719948466337,4.0,false,0.0,2.0,3.0,100
K15_23,15,,7,"eml(eml(1, eml(eml(1, x), eml(x, eml(1, eml(1, x))))), 1)",0.42857142857142855,true,3.532869949422806,3.0,false,0.0,2.0,3.0,100
K15_24,15,,7,"eml(1, eml(eml(1, eml(eml(1, eml(x, eml(x, x))), 1)), 1))",0.8571428571428571,false,2.7873571820296246e-32,6.0,false,0.0,2.0,3.0,100
K15_25,15,,7,"eml(x, eml(eml(x, eml(eml(1, 1), 1)), eml(x, eml(x, x))))",0.7142857142857143,false,1.323197659543358,5.0,false,0.0,2.0,3.0,100
K15_26,15,,7,"eml(eml(1, eml(eml(1, eml(eml(1, x), x)), eml(x, 1))), x)",0.14285714285714285,false,3.904720626239546,1.0,false,0.0,2.0,3.0,100
K15_27,15,,7,"eml(eml(eml(eml(x, eml(eml(x, x), x)), eml(x, x)), 1), x)",1.0,true,38.42428104067762,7.0,true,0.0,2.0,3.0,100
K15_28,15,,7,"eml(eml(eml(1, eml(1, x)), eml(x, 1)), eml(eml(1, x), 1))",0.7142857142857143,false,15.89909643890869,5.0,false,0.0,2.0,3.0,100
K15_29,15,,7,"eml(eml(1, eml(x, eml(1, eml(eml(1, 1), eml(x, x))))), x)",0.42857142857142855,false,0.24859056727246515,3.0,false,0.0,2.0,3.0,100
K17_00,17,,8,"eml(eml(1, eml(x, eml(x, 1))), eml(eml(eml(1, x), eml(x, 1)), 1))",0.875,false,31.096326123056432,7.0,false,0.0,2.0,3.0,100
K17_01,17,,8,"eml(1, eml(x, eml(eml(1, eml(eml(1, 1), 1)), eml(1, eml(x, x)))))",0.5,false,0.024205400626390604,4.0,false,0.0,2.0,3.0,100
K17_02,17,,8,"eml(eml(1, eml(eml(eml(1, eml(1, 1)), eml(1, x)), eml(1, x))), 1)",0.875,true,57489.85083576612,7.0,true,0.0,2.0,3.0,100
K17_03,17,,8,"eml(x, eml(eml(x, eml(1, eml(1, eml(1, eml(eml(1, 1), x))))), x))",1.0,false,4.823470547503788,8.0,false,0.0,2.0,3.0,100
K17_04,17,,8,"eml(eml(eml(eml(1, x), eml(eml(x, x), 1)), eml(1, x)), eml(x, x))",0.75,false,2.9294284349687305,6.0,false,0.0,2.0,3.0,100
K17_05,17,,8,"eml(eml(1, eml(1, 1)), eml(eml(1, 1), eml(1, eml(eml(1, 1), x))))",1.0,false,17.961890357580202,8.0,false,0.0,2.0,3.0,100
K17_06,17,,8,"eml(eml(1, eml(eml(1, x), eml(1, eml(1, x)))), eml(eml(1, x), 1))",0.5,false,0.5315449018967301,4.0,false,0.0,2.0,3.0,100
K17_07,17,,8,"eml(1, eml(eml(1, x), eml(eml(1, eml(1, 1)), eml(1, eml(1, 1)))))",0.5,true,11.057493918056442,4.0,true,0.0,2.0,3.0,100
K17_08,17,,8,"eml(eml(eml(1, eml(1, 1)), eml(eml(1, 1), 1)), eml(eml(1, x), 1))",1.0,false,15.569490368514328,8.0,false,0.0,2.0,3.0,100
K17_09,17,,8,"eml(1, eml(eml(1, eml(eml(1, 1), eml(eml(eml(1, x), 1), 1))), 1))",1.0,true,29.02238755884015,8.0,true,0.0,2.0,3.0,100
K17_10,17,,8,"eml(1, eml(eml(eml(1, eml(x, 1)), eml(eml(1, eml(1, x)), 1)), 1))",0.875,true,11.643928674830468,7.0,true,0.0,2.0,3.0,100
K17_11,17,,8,"eml(x, eml(eml(eml(1, eml(x, eml(eml(1, x), x))), x), eml(1, 1)))",0.125,false,0.33173657899823517,1.0,false,0.0,2.0,3.0,100
K17_12,17,,8,"eml(eml(1, eml(1, eml(eml(x, eml(eml(x, x), 1)), 1))), eml(x, x))",1.0,true,218.26314225415092,8.0,true,0.0,2.0,3.0,100
K17_13,17,,8,"eml(eml(1, eml(x, eml(x, eml(1, eml(1, eml(eml(1, x), 1)))))), 1)",0.25,false,0.7203517163335279,2.0,false,0.0,2.0,3.0,100
K17_14,17,,8,"eml(eml(eml(1, eml(x, eml(x, eml(1, x)))), eml(x, x)), eml(1, x))",0.625,false,0.8910022445635036,5.0,false,0.0,2.0,3.0,100
K17_15,17,,8,"eml(eml(1, eml(1, 1)), eml(eml(1, eml(x, eml(x, eml(1, x)))), x))",0.375,false,5.599752105404661,3.0,false,0.0,2.0,3.0,100
K17_16,17,,8,"eml(eml(eml(1, eml(eml(1, 1), x)), x), eml(1, eml(x, eml(x, x))))",0.5,true,1.101507850193854,4.0,true,0.0,2.0,3.0,100
K17_17,17,,8,"eml(eml(eml(1, eml(x, x)), eml(eml(1, x), eml(1, 1))), eml(1, x))",0.875,false,0.7011796475791265,7.0,false,0.0,2.0,3.0,100
K17_18,17,,8,"eml(eml(1, 1), eml(1, eml(eml(eml(1, x), eml(x, 1)), eml(x, x))))",0.25,false,7.486296208016611,2.0,false,0.0,2.0,3.0,100
K17_19,17,,8,"eml(eml(eml(eml(eml(1, eml(eml(1, 1), x)), eml(x, 1)), 1), 1), x)",0.875,false,1.0001438006324537,7.0,false,0.0,2.0,3.0,100
K17_20,17,,8,"eml(eml(1, eml(eml(x, eml(eml(x, 1), eml(x, eml(1, x)))), 1)), 1)",0.75,false,1236572.4791844243,6.0,false,0.0,2.0,3.0,100
